1734357829502761194,0
1734357829502986174,1
1734357829503202857,1
1734357829503419722,1
1734357829503634251,0
1734357829503849532,0
1734357829504064562,0
1734357829504280675,1
1734357829504495394,0
1734357829504711507,1
1734357829504927609,1
1734357829505144213,1
1734357829505360686,1
1734357829505575105,0
1734357829505791218,1
1734357829506007240,1
1734357829506223313,1
1734357829506438032,0
1734357829506654165,1
1734357829506868634,0
1734357829507082923,0
1734357829507299005,1
1734357829507515338,1
1734357829507731351,1
1734357829507945700,0
1734357829508160069,0
1734357829508374598,0
1734357829508590971,1
1734357829508806964,1
1734357829508998427,1
1734357829509214870,1
1734357829509431033,1
1734357829509645652,0
1734357829509860171,0
1734357829510076234,1
1734357829510292226,1
1734357829510506595,0
1734357829510722888,1
1734357829510937237,0
1734357829511151676,0
1734357829511366055,0
1734357829511582238,1
1734357829511799823,0
1734357829512016297,1
1734357829512232930,1
1734357829512448973,1
1734357829512663352,0
1734357829512878011,0
1734357829513064164,1
1734357829513280347,1
1734357829513494776,0
1734357829513710878,1
1734357829513925538,0
1734357829514139967,0
1734357829514354356,0
1734357829514568795,0
1734357829514783255,0
1734357829514999548,1
1734357829515213947,0
1734357829515429979,1
1734357829515644358,0
1734357829515860671,1
1734357829516076704,1
1734357829516292816,1
1734357829516508849,1
1734357829516723208,0
1734357829516937867,0
1734357829517154311,1
1734357829517370303,1
1734357829517584612,0
1734357829517800794,1
1734357829518017238,1
1734357829518233240,1
1734357829518449252,1
1734357829518663581,0
1734357829518877970,0
1734357829519094313,1
1734357829519308692,0
1734357829519523101,0
1734357829519737531,0
1734357829519951870,0
1734357829520168814,0
1734357829520383113,0
1734357829520597402,0
1734357829520811660,0
1734357829520996360,0
1734357829521213665,1
1734357829521428034,0
1734357829521644026,1
1734357829521860079,1
1734357829522074418,0
1734357829522289047,0
1734357829522503346,0
1734357829522719449,1
1734357829522935471,1
1734357829523151463,1
1734357829523367716,1
1734357829523583738,1
1734357829523798037,0
1734357829524012346,0
1734357829524228409,1
1734357829524444681,1
1734357829524660523,1
1734357829524874772,0
1734357829525062528,1
1734357829525278480,1
1734357829525493150,0
1734357829525707559,0
1734357829525923641,1
1734357829526138010,0
1734357829526352580,0
1734357829526568542,1
1734357829526782851,0
1734357829526997160,0
1734357829527211489,0
1734357829527427882,1
1734357829527643985,1
1734357829527859917,1
1734357829528075899,1
1734357829528290178,0
1734357829528507072,0
1734357829528723064,1
1734357829528937413,0
1734357829529153115,0
1734357829529367434,0
1734357829529583667,1
1734357829529799649,1
1734357829530015651,1
1734357829530229930,0
1734357829530445932,1
1734357829530662255,1
1734357829530878268,1
1734357829531092556,0
1734357829531306885,0
1734357829531522878,1
1734357829531739070,1
1734357829531954983,1
1734357829532171045,1
1734357829532386997,1
1734357829532602929,1
1734357829532819122,1
1734357829532997489,0
1734357829533212359,0
1734357829533426698,0
1734357829533641167,0
1734357829533855857,0
1734357829534071739,1
1734357829534287751,1
1734357829534503724,1
1734357829534718113,0
1734357829534932512,0
1734357829535148514,1
1734357829535362983,0
1734357829535577352,0
1734357829535793615,1
1734357829536007954,0
1734357829536222313,0
1734357829536436622,0
1734357829536650971,0
1734357829536870691,0
1734357829537064769,1
1734357829537280892,1
1734357829537495191,0
1734357829537709490,0
1734357829537924029,0
1734357829538140051,1
1734357829538356044,1
1734357829538572176,1
1734357829538788269,1
1734357829539004542,1
1734357829539218870,0
1734357829539433209,0
1734357829539649222,1
1734357829539865204,1
1734357829540079934,0
1734357829540295956,1
1734357829540511938,1
1734357829540727931,1
1734357829540943883,1
1734357829541160707,1
1734357829541375006,0
1734357829541591058,1
1734357829541805457,0
1734357829542019826,0
1734357829542236059,1
1734357829542450368,0
1734357829542664677,0
1734357829542906501,1
1734357829543121341,0
1734357829543335760,0
1734357829543550059,0
1734357829543764368,0
1734357829543978637,0
1734357829544193206,0
1734357829544407515,0
1734357829544621824,0
1734357829544837936,1
1734357829545055131,1
1734357829545271705,1
1734357829545486084,0
1734357829545700473,0
1734357829545914822,0
1734357829546130864,1
1734357829546347307,1
1734357829546563390,1
1734357829546779442,1
1734357829546995505,1
1734357829547209874,0
1734357829547426197,1
1734357829547640596,0
1734357829547856768,1
1734357829548072891,1
1734357829548288933,1
1734357829548503563,0
1734357829548719645,1
1734357829548934105,0
1734357829549149165,0
1734357829549365318,1
1734357829549580007,0
1734357829549794356,0
1734357829550008745,0
1734357829550223084,0
1734357829550437483,0
1734357829550652103,0
1734357829550866462,0
1734357829551081001,0
1734357829551295471,0
1734357829551512365,1
1734357829551726744,0
1734357829551942816,1
1734357829552157205,0
1734357829552371604,0
1734357829552587957,1
1734357829552804060,1
1734357829552996405,0
1734357829553211265,0
1734357829553425544,0
1734357829553646346,1
1734357829553862478,1
1734357829554078641,1
1734357829554294793,1
1734357829554509182,0
1734357829554723802,0
1734357829554938111,0
1734357829555152450,0
1734357829555368462,1
1734357829555582841,0
1734357829555797571,0
1734357829556013643,1
1734357829556227962,0
1734357829556443965,1
1734357829556660027,1
1734357829556874577,0
1734357829557064627,1
1734357829557280739,1
1734357829557495108,0
1734357829557709417,0
1734357829557925780,1
1734357829558140129,0
1734357829558354498,0
1734357829558568807,0
1734357829558783146,0
1734357829558997866,0
1734357829559212245,0
1734357829559428257,1
1734357829559642606,0
1734357829559856925,0
1734357829560073238,1
1734357829560289241,1
1734357829560505373,1
1734357829560721456,1
1734357829560935815,0
1734357829561150755,0
1734357829561366857,1
1734357829561581196,0
1734357829561795515,0
1734357829562016167,1
1734357829562232360,1
1734357829562448452,1
1734357829562662871,0
1734357829562878944,1
1734357829563093603,0
1734357829563309636,1
1734357829563524115,0
1734357829563740197,1
1734357829563954606,0
1734357829564169256,0
1734357829564385278,1
1734357829564601311,1
1734357829564815720,0
1734357829564997905,1
1734357829565214759,1
1734357829565429178,0
1734357829565643577,0
1734357829565859679,1
1734357829566075712,1
1734357829566290331,0
1734357829566504730,0
1734357829566720863,1
1734357829566935292,0
1734357829567151314,1
1734357829567365954,0
1734357829567580353,0
1734357829567796405,1
1734357829568012458,1
1734357829568228881,1
1734357829568444533,0
1734357829568658982,0
1734357829568873401,0
1734357829569064383,1
1734357829569278772,0
1734357829569495135,1
1734357829569711929,1
1734357829569928342,1
1734357829570144395,1
1734357829570358824,0
1734357829570579485,1
1734357829570793895,0
1734357829571008334,0
1734357829571222793,0
1734357829571437553,0
1734357829571653645,1
1734357829571868054,0
1734357829572084127,1
1734357829572300209,1
1734357829572516562,1
1734357829572730961,0
1734357829572945531,0
1734357829573161814,1
1734357829573377916,1
1734357829573592606,0
1734357829573808688,1
1734357829574024711,1
1734357829574239090,0
1734357829574453579,0
1734357829574669962,1
1734357829574885995,1
1734357829575100394,0
1734357829575316446,1
1734357829575532488,1
1734357829575748751,1
1734357829575963261,0
1734357829576179393,1
1734357829576393752,0
1734357829576609805,1
1734357829576824434,0
1734357829576997480,1
1734357829577213563,1
1734357829577428032,0
1734357829577644115,1
1734357829577860377,1
1734357829578076811,1
1734357829578292222,0
1734357829578508294,1
1734357829578722663,0
1734357829578941802,0
1734357829579157964,1
1734357829579372404,0
1734357829579586823,0
1734357829579801973,0
1734357829580017515,0
1734357829580231854,0
1734357829580447896,1
1734357829580664079,1
1734357829580878768,0
1734357829581062937,0
1734357829581277326,0
1734357829581491645,0
1734357829581705964,0
1734357829581920543,0
1734357829582136606,1
1734357829582351045,0
1734357829582565414,0
1734357829582795976,0
1734357829583010806,0
1734357829583226828,1
1734357829583442900,1
1734357829583659043,1
1734357829583873492,0
1734357829584089795,1
1734357829584304134,0
1734357829584522561,0
1734357829584737842,0
1734357829584954536,1
1734357829585172512,1
1734357829585386981,0
1734357829585602984,1
1734357829585817333,0
1734357829586033375,1
1734357829586249788,1
1734357829586465901,1
1734357829586682334,1
1734357829586898386,1
1734357829587112766,0
1734357829587332445,0
1734357829587548548,1
1734357829587762927,0
1734357829587979049,1
1734357829588195192,1
1734357829588411605,1
1734357829588627678,1
1734357829588843690,1
1734357829589064001,1
1734357829589280304,1
1734357829589496336,1
1734357829589712489,1
1734357829589926968,0
1734357829590141377,0
1734357829590357730,1
1734357829590573743,1
1734357829590788142,0
1734357829591004204,1
1734357829591220337,1
1734357829591435046,0
1734357829591649466,0
1734357829591863895,0
1734357829592079987,1
1734357829592296000,1
1734357829592512282,1
1734357829592727393,0
1734357829592943165,0
1734357829593158335,0
1734357829593374418,1
1734357829593590781,1
1734357829593805160,0
1734357829594021162,1
1734357829594237255,1
1734357829594453317,1
1734357829594667937,0
1734357829594882366,0
1734357829595097005,0
1734357829595313679,1
1734357829595529711,1
1734357829595750373,1
1734357829595964862,0
1734357829596180935,1
1734357829596395324,0
1734357829596612258,1
1734357829596828270,1
1734357829596999122,1
1734357829597213612,0
1734357829597429664,1
1734357829597645897,1
1734357829597861919,1
1734357829598076298,0
1734357829598292331,1
1734357829598508263,1
1734357829598724506,1
1734357829598940618,1
1734357829599154987,0
1734357829599370969,1
1734357829599586942,1
1734357829599801501,0
1734357829600015840,0
1734357829600231812,1
1734357829600447845,1
1734357829600663847,1
1734357829600878396,0
1734357829601077926,0
1734357829601292345,0
1734357829601506704,0
1734357829601721083,0
1734357829601937426,1
1734357829602151845,0
1734357829602367867,1
1734357829602582246,0
1734357829602798299,1
1734357829603014602,1
1734357829603230624,1
1734357829603445043,0
1734357829603661146,1
1734357829603877168,1
1734357829604096186,0
1734357829604310606,0
1734357829604525015,0
1734357829604739394,0
1734357829604955476,1
1734357829605172260,1
1734357829605388413,1
1734357829605602782,0
1734357829605817261,0
1734357829606031650,0
1734357829606245999,0
1734357829606460338,0
1734357829606674807,0
1734357829606890920,1
1734357829607107243,1
1734357829607323345,1
1734357829607539448,1
1734357829607755540,1
1734357829607971653,1
1734357829608188186,1
1734357829608404319,1
1734357829608620421,1
1734357829608836554,1
1734357829609050863,0
1734357829609267306,1
1734357829609481705,0
1734357829609696254,0
1734357829609910694,0
1734357829610126766,1
1734357829610343079,1
1734357829610559171,1
1734357829610775304,1
1734357829610991316,1
1734357829611207489,1
1734357829611423822,1
1734357829611638281,0
1734357829611852750,0
1734357829612067169,0
1734357829612283232,1
1734357829612502210,0
1734357829612716750,0
1734357829612932902,1
1734357829613149125,1
1734357829613363534,0
1734357829613578244,0
1734357829613792673,0
