1744296022868498144,1
1744296022868918821,0
1744296022869215332,1
1744296022869510071,0
1744296022869805019,0
1744296022870175488,1
1744296022870471790,0
1744296022870768561,1
1744296022871063665,0
1744296022871359446,0
1744296022871653977,1
1744296022871948873,0
1744296022872242884,1
1744296022872539238,1
1744296022872832936,1
1744296022873126321,0
1744296022873419290,0
1744296022873712884,0
1744296022874025488,1
1744296022874321269,1
1744296022874768873,0
1744296022875064550,1
1744296022875359863,1
1744296022875653092,0
1744296022875947154,0
1744296022876244238,1
1744296022876536946,1
1744296022876828873,1
1744296022877122884,0
1744296022877415904,0
1744296022877712779,0
1744296022878064498,0
1744296022878360227,0
1744296022878655071,0
1744296022878948144,0
1744296022879242988,1
1744296022879539342,1
1744296022879834186,0
1744296022880128196,0
1744296022880422154,1
1744296022880718561,0
1744296022881013613,1
1744296022881310332,1
1744296022881604967,0
1744296022881898404,0
1744296022882192102,0
1744296022882485852,0
1744296022882779029,0
1744296022883075644,0
1744296022883370019,1
1744296022883664238,1
1744296022883956842,0
1744296022884250852,1
1744296022884545019,1
1744296022884842311,0
1744296022885136582,1
1744296022885430488,0
1744296022885723613,1
1744296022886068300,0
1744296022886371061,0
1744296022886667102,1
1744296022886963769,1
1744296022887257832,0
1744296022887551321,0
1744296022887844498,1
1744296022888137415,0
1744296022888432884,1
1744296022888727675,0
1744296022889020175,1
1744296022889312884,1
1744296022889605696,1
1744296022889898196,1
1744296022890192311,1
1744296022890490123,0
1744296022890783873,1
1744296022891078144,1
1744296022891371946,1
1744296022891665852,1
1744296022891958977,0
1744296022892256321,1
1744296022892550071,1
1744296022892843717,1
1744296022893136894,0
1744296022893430852,0
1744296022893725279,0
1744296022894114394,0
1744296022894411009,1
1744296022894704759,0
1744296022894998821,0
1744296022895292675,0
1744296022895586061,1
1744296022895883040,1
1744296022896176894,1
1744296022896470019,1
1744296022896766165,1
1744296022897062936,0
1744296022897356790,0
1744296022897654186,0
1744296022897948144,0
1744296022898260957,1
1744296022898554082,0
1744296022898847467,1
1744296022899141946,0
1744296022899439238,1
1744296022899733092,1
1744296022900027154,0
1744296022900321738,0
1744296022900615696,0
1744296022900910279,1
1744296022901206582,0
1744296022901500279,0
1744296022901794186,0
1744296022902163509,0
1744296022902459082,0
1744296022902752727,0
1744296022903049186,0
1744296022903342884,0
1744296022903636321,0
1744296022903929602,1
1744296022904222936,0
1744296022904523717,0
1744296022904818457,0
1744296022905110852,0
1744296022905405227,1
1744296022905698040,1
1744296022906008717,1
1744296022906305592,1
1744296022906598144,1
1744296022906892050,0
1744296022907184707,1
1744296022907476477,0
1744296022907769654,0
1744296022908064759,0
1744296022908357207,1
1744296022908649811,1
1744296022908941842,1
1744296022909233873,1
1744296022909526529,1
1744296022909822415,0
1744296022910157467,0
1744296022910452467,0
1744296022910745279,0
1744296022911038613,1
1744296022911330800,0
1744296022911626165,0
1744296022911919186,1
1744296022912211165,0
1744296022912503300,0
1744296022912796061,1
1744296022913088665,1
1744296022913383873,1
1744296022913676425,1
1744296022913986217,1
1744296022914283248,1
1744296022914575852,0
1744296022914868404,1
1744296022915163404,0
1744296022915455957,1
1744296022915748352,0
1744296022916040384,0
1744296022916332259,0
1744296022916624967,1
1744296022916926425,0
1744296022917219915,0
1744296022917512467,0
1744296022917804863,1
1744296022918178040,0
1744296022918474550,1
1744296022918769654,1
1744296022919062988,0
1744296022919355592,1
1744296022919647571,1
1744296022919939967,0
1744296022920232415,0
1744296022920527675,1
1744296022920820384,0
1744296022921112207,0
1744296022921404498,1
1744296022921696842,0
1744296022922006998,1
1744296022922301582,1
1744296022922593873,1
1744296022922885644,1
1744296022923177415,0
1744296022923469654,0
1744296022923764498,1
1744296022924057102,1
1744296022924374342,1
1744296022924666582,1
1744296022924958300,0
1744296022925250644,1
1744296022925545279,1
1744296022925837259,1
1744296022926155904,0
1744296022926448769,0
1744296022926740904,1
1744296022927033613,1
1744296022927329394,0
1744296022927622311,0
1744296022927914082,0
1744296022928205904,0
1744296022928497884,1
1744296022928789446,1
1744296022929085123,0
1744296022929380384,0
1744296022929672311,0
1744296022930000592,0
1744296022930295123,0
1744296022930587884,0
