140735344203095, 390/1453454
140735345519807, 0/0
140735346825983, 0/0
140735348132158, 0/0
140735349438341, 0/0
140735350744516, 0/0
140735352050691, 0/0
140735353356866, 0/0
140735354663047, 0/0
140735355969219, 0/0
140735357275394, 16/76019
140735528150072, 0/0
140735529457149, 0/0
140735530776434, 0/0
140735532082609, 0/0
140735533388784, 0/0
140735534695422, 0/0
140735536035038, 0/0
140735537394735, 0/0
140735538715867, 0/0
140735540022378, 0/0
140735541328553, 0/0
140735542634729, 0/0
140735543940904, 0/0
140735545247079, 0/0
140735546553255, 0/0
140735547859429, 0/0
140735549179088, 0/0
140735550485263, 0/0
140735551791438, 0/0
140735553097613, 0/0
140735554403788, 0/0
140735555709971, 0/0
140735557016211, 0/0
140735558322386, 0/0
140735559649847, 0/0
140735560956029, 0/0
140735562262204, 0/0
140735563568379, 0/0
140735564874554, 0/0
140735566180729, 0/0
140735567486903, 0/0
140735568793079, 0/0
140735570109112, 0/0
140735571415287, 0/0
140735572721468, 0/0
140735574027679, 0/0
140735575333854, 0/0
140735576640029, 0/0
140735577946848, 0/0
140735579253023, 0/0
140735580715306, 0/0
140735582021543, 0/0
140735583327718, 0/0
140735584670019, 0/0
140735585977936, 0/0
140735587290301, 0/0
140735588599109, 0/0
140735590112871, 0/0
140735591435273, 0/0
140735592743573, 0/0
140735594065905, 0/0
140735595372931, 0/0
140735596680127, 0/0
140735597991214, 0/0
140735599302225, 0/0
140735600638268, 0/0
140735601945597, 0/0
140735603266657, 0/0
140735604580990, 0/0
140735605894167, 0/0
140735607247764, 0/0
140735608554606, 0/0
140735609875909, 0/0
140735611217698, 0/0
140735612536263, 0/0
140735613846427, 0/0
140735615160559, 0/0
140735616469900, 0/0
140735617782452, 0/0
140735619089650, 0/0
140735620402953, 0/0
140735621709344, 0/0
140735623015519, 0/0
140735624321917, 0/0
140735625628203, 0/0
140735626934378, 0/0
140735628240553, 0/0
140735629546728, 0/0
140735630852903, 0/0
140735632204277, 0/0
140735633510452, 0/0
140735634816629, 0/0
140735636122804, 0/0
140735637428979, 0/0
140735638735154, 0/0
140735640041333, 0/0
140735641348189, 0/0
140735642654386, 0/0
140735643960560, 0/0
140735645266741, 0/0
140735646572916, 0/0
140735647879091, 0/0
140735649185272, 0/0
140735650491448, 0/0
140735651797628, 0/0
140735653134312, 0/0
140735654469003, 0/0
140735655775178, 0/0
140735657081353, 0/0
140735658387528, 0/0
140735659693703, 0/0
140735660999878, 0/0
140735662306053, 0/0
140735663612228, 0/0
140735664918407, 0/0
140735666224582, 0/0
140735667530757, 0/0
140735668836932, 0/0
140735670143107, 0/0
140735671449282, 0/0
140735672780596, 0/0
140735674086770, 0/0
140735675392977, 0/0
140735676699152, 0/0
140735678005327, 0/0
140735679311502, 0/0
140735680617677, 0/0
140735681923852, 0/0
140735683244936, 0/0
140735684551111, 0/0
140735685857286, 0/0
140735687163461, 0/0
140735688469636, 0/0
140735689775811, 0/0
140735691081986, 0/0
140735692388162, 0/0
140735693703185, 0/0
140735695009360, 0/0
140735696443131, 0/0
140735697749999, 0/0
140735699056192, 0/0
140735700362367, 0/0
140735701668542, 0/0
140735702974717, 0/0
140735704280892, 0/0
140735705587067, 0/0
140735706893242, 0/0
140735708199417, 0/0
140735709505594, 0/0
140735710811769, 0/0
140735712117944, 0/0
140735713424119, 0/0
140735714786354, 0/0
140735716092529, 0/0
140735717398704, 0/0
140735718704879, 0/0
140735720011054, 0/0
140735721317248, 0/0
140735722623423, 0/0
140735723929598, 0/0
140735725250611, 0/0
140735726556793, 0/0
140735727862968, 0/0
140735729169143, 0/0
140735730475318, 0/0
140735731781504, 0/0
140735733129154, 0/0
140735734435334, 0/0
140735735808393, 0/0
140735737114568, 0/0
140735738420743, 0/0
140735739726918, 0/0
140735741033093, 0/0
140735742339273, 0/0
140735743645485, 0/0
140735744951660, 0/0
140735746259034, 0/0
140735747565209, 0/0
140735748871384, 0/0
140735750184784, 0/0
140735751490959, 0/0
140735752797134, 0/0
140735754103309, 0/0
140735755433825, 0/0
140735756739997, 0/0
140735758046172, 0/0
140735759352347, 0/0
140735760658522, 0/0
140735761964697, 0/0
140735763270872, 0/0
140735764577047, 0/0
140735765883249, 0/0
140735767204635, 0/0
140735768510810, 0/0
140735769816985, 0/0
140735771123160, 0/0
140735772429335, 0/0
140735773735510, 0/0
140735775041685, 0/0
140735776356969, 0/0
140735777663171, 0/0
140735778969344, 0/0
140735780275521, 0/0
140735781581696, 0/0
140735782888199, 0/0
140735784194374, 0/0
140735785500549, 0/0
140735786806724, 0/0
140735788398769, 0/0
140735789705262, 0/0
140735791011437, 0/0
140735792317612, 0/0
140735793623806, 0/0
140735794929981, 0/0
140735796236156, 0/0
140735797566659, 0/0
140735798872831, 0/0
140735800179031, 0/0
140735801485206, 0/0
140735802791381, 0/0
140735804097556, 0/0
140735805403732, 0/0
140735806709907, 0/0
140735808016082, 0/0
140735809337388, 0/0
140735810715009, 0/0
140735812021191, 0/0
140735813327366, 0/0
140735814633541, 0/0
140735815968197, 0/0
140735817274372, 0/0
140735818599421, 0/0
140735819905596, 0/0
140735821211771, 0/0
140735822517965, 0/0
140735823824140, 0/0
140735825130315, 0/0
140735826436490, 0/0
140735827742665, 0/0
140735829048840, 0/0
140735830370150, 0/0
140735831676325, 0/0
140735832982500, 0/0
140735834288675, 0/0
140735835594850, 0/0
140735836959365, 0/0
140735838276591, 0/0
140735839582910, 0/0
140735840889082, 0/0
140735842195257, 0/0
140735843501432, 0/0
140735844807619, 0/0
140735846113794, 0/0
140735847419969, 0/0
140735848726144, 0/0
140735850032319, 0/0
140735851353457, 0/0
140735852682729, 0/0
140735853988903, 0/0
140735855295078, 0/0
140735856631298, 0/0
140735857938131, 0/0
140735859277322, 0/0
140735860591259, 0/0
140735861897435, 0/0
140735863203610, 0/0
140735864509785, 0/0
140735865815960, 0/0
140735867122150, 0/0
140735868428325, 0/0
140735869734500, 0/0
140735871040675, 0/0
140735872385726, 0/0
140735873691901, 0/0
140735874998076, 0/0
140735876304251, 0/0
140735877610426, 0/0
140735878916603, 0/0
140735880233095, 0/0
140735881539270, 0/0
140735882845445, 0/0
140735884151620, 0/0
140735885457795, 0/0
140735886807681, 0/0
140735888113871, 0/0
140735889420150, 0/0
140735890726325, 0/0
140735892032503, 0/0
140735893377388, 0/0
140735894683563, 0/0
140735895989738, 0/0
140735897295913, 0/0
140735898602088, 0/0
140735899908263, 0/0
140735901224075, 0/0
140735902530250, 0/0
140735903839787, 0/0
140735905145962, 0/0
140735906452137, 0/0
140735907758312, 0/0
140735909064487, 0/0
140735910370664, 0/0
140735911676837, 0/0
140735912983016, 0/0
140735914328025, 0/0
140735915634200, 0/0
140735916940375, 0/0
140735918246551, 0/0
140735919552726, 0/0
140735920892844, 0/0
140735922201689, 0/0
140735923507878, 0/0
140735924900058, 0/0
140735926206343, 0/0
140735927512518, 0/0
140735928818693, 0/0
140735930124868, 0/0
140735931431043, 0/0
140735932737218, 0/0
140735934043393, 0/0
140735935388677, 0/0
140735936694850, 0/0
140735938001025, 0/0
140735939307200, 0/0
140735940613375, 0/0
140735941937859, 0/0
140735943244034, 0/0
140735944550208, 0/0
140735945856412, 0/0
140735947249809, 0/0
140735948626872, 0/0
140735950042954, 0/0
140735951392059, 0/0
140735952698255, 0/0
140735954004430, 0/0
140735955315927, 0/0
140735956641241, 0/0
140735957947421, 0/0
140735959253596, 0/0
140735960577749, 0/0
140735961883924, 0/0
140735963206824, 0/0
140735964512999, 0/0
140735965819174, 0/0
140735967125348, 0/0
140735968431526, 0/0
140735969737701, 0/0
140735971043876, 0/0
140735972399585, 0/0
140735973705767, 0/0
140735975017130, 0/0
140735976323310, 0/0
140735977674283, 0/0
140735978980463, 0/0
140735980286641, 0/0
140735981592816, 0/0
140735982908966, 0/0
140735984215140, 0/0
140735985521324, 0/0
140735986827499, 0/0
140735988133675, 0/0
140735989439850, 0/0
140735990753297, 0/0
140735992059483, 0/0
140735993365658, 0/0
140735994671833, 0/0
140735995978008, 0/0
140735997284183, 0/0
140735998629440, 0/0
140735999935615, 0/0
140736001241790, 0/0
140736002547965, 0/0
140736003863790, 0/0
140736005169965, 0/0
140736006476140, 0/0
140736007785436, 0/0
140736009092051, 0/0
140736010398226, 0/0
140736011704407, 0/0
140736013017822, 0/0
140736014333125, 0/0
140736015648183, 0/0
140736016961181, 0/0
140736018274907, 0/0
140736019581378, 0/0
140736020887662, 0/0
140736022193837, 0/0
140736023505630, 0/0
140736024842327, 0/0
140736026152157, 0/0
140736027555378, 0/0
140736029016350, 0/0
140736030334795, 0/0
140736031640970, 0/0
140736032947145, 0/0
140736034253320, 0/0
140736035559495, 0/0
140736036865669, 0/0
140736038202328, 0/0
140736039508505, 0/0
140736040829686, 0/0
140736042135862, 0/0
140736043442039, 101/312635
140736755219052, 0/0
140736756535531, 0/0
140736757841706, 0/0
140736759147881, 0/0
140736760454056, 0/0
140736761760232, 0/0
140736763066439, 0/0
140736764372614, 0/0
140736765678789, 0/0
140736766984964, 0/0
140736768291139, 0/0
140736769597314, 0/0
140736770903489, 0/0
140736772209664, 0/0
140736773515839, 0/0
140736774822013, 0/0
140736776138951, 0/0
140736777445126, 0/0
140736778751305, 0/0
140736780057503, 0/0
140736781363678, 0/0
140736782669852, 0/0
140736784020235, 0/0
140736785326412, 0/0
140736786672299, 0/0
140736787978474, 0/0
140736789284649, 0/0
140736790590824, 0/0
140736791897032, 0/0
140736793242523, 0/0
140736794548698, 0/0
